"WEIGHT","LENGTH","LOCATION","COAST","SEASON","SEX"
"258","35.9","MARAETAI","EAST","WINTER","MALE"
"250","34.2","PIHA","WEST","WINTER","FEMALE"
"284","38.7","MARAETAI","EAST","SUMMER","MALE"
"261","33.8","MURIWAI","WEST","WINTER","MALE"
"286","36.7","MURIWAI","WEST","SUMMER","MALE"
"262","36.7","PIHA","WEST","WINTER","MALE"
"262","37.9","MURIWAI","WEST","SUMMER","FEMALE"
"280","34.8","MURIWAI","WEST","SUMMER","FEMALE"
"269","33.2","MARAETAI","EAST","SUMMER","FEMALE"
"286","38.2","PIHA","WEST","SUMMER","MALE"
"269","36.2","MARAETAI","EAST","WINTER","MALE"
"278","39.3","MARAETAI","EAST","WINTER","MALE"
"283","32.9","MURIWAI","WEST","SUMMER","MALE"
"247","35.2","MARAETAI","EAST","WINTER","FEMALE"
"240","34.7","MARAETAI","EAST","WINTER","FEMALE"
"289","39.6","PIHA","WEST","SUMMER","MALE"
"288","43","WAITAWA","EAST","WINTER","MALE"
"274","37.5","WAITAWA","EAST","SUMMER","MALE"
"254","38.5","WAITAWA","EAST","WINTER","FEMALE"
"295","41.5","MARAETAI","EAST","SUMMER","MALE"
"296","39.8","WAITAWA","EAST","SUMMER","MALE"
"264","38.4","WAITAWA","EAST","SUMMER","FEMALE"
"251","37.2","WAITAWA","EAST","WINTER","MALE"
"276","37.2","MURIWAI","WEST","WINTER","MALE"
"273","37.1","MURIWAI","WEST","SUMMER","FEMALE"
"263","32.6","WAITAWA","EAST","SUMMER","FEMALE"
"248","37.5","MARAETAI","EAST","WINTER","FEMALE"
"279","35.2","MARAETAI","EAST","WINTER","MALE"
"265","39.4","MARAETAI","EAST","SUMMER","FEMALE"
"283","36.4","MARAETAI","EAST","SUMMER","MALE"
"251","35.1","PIHA","WEST","SUMMER","FEMALE"
"294","42.3","MURIWAI","WEST","WINTER","MALE"
"271","35.2","PIHA","WEST","WINTER","MALE"
"230","37","WAITAWA","EAST","WINTER","FEMALE"
"262","40.6","MARAETAI","EAST","WINTER","MALE"
"268","38.6","MARAETAI","EAST","WINTER","MALE"
"249","34.5","PIHA","WEST","WINTER","FEMALE"
"285","33.9","MARAETAI","EAST","SUMMER","FEMALE"
"252","37.2","MARAETAI","EAST","WINTER","FEMALE"
"254","34.7","MARAETAI","EAST","WINTER","MALE"
"281","37.5","PIHA","WEST","SUMMER","FEMALE"
"272","37.6","PIHA","WEST","SUMMER","FEMALE"
"302","37.7","MURIWAI","WEST","SUMMER","MALE"
"275","33.3","MURIWAI","WEST","SUMMER","FEMALE"
"263","37","MURIWAI","WEST","SUMMER","FEMALE"
"280","35.5","MURIWAI","WEST","SUMMER","FEMALE"
"316","41.4","PIHA","WEST","SUMMER","MALE"
"268","33.3","PIHA","WEST","SUMMER","FEMALE"
"262","35.1","MURIWAI","WEST","WINTER","MALE"
"271","37.7","PIHA","WEST","SUMMER","MALE"
"254","37.3","MURIWAI","WEST","WINTER","FEMALE"
"281","33.8","MURIWAI","WEST","SUMMER","FEMALE"
"261","35","PIHA","WEST","WINTER","MALE"
"288","43.4","MURIWAI","WEST","SUMMER","FEMALE"
"273","40.3","WAITAWA","EAST","SUMMER","FEMALE"
"287","41","MARAETAI","EAST","SUMMER","MALE"
"263","35.4","MURIWAI","WEST","WINTER","FEMALE"
"247","34.8","PIHA","WEST","WINTER","MALE"
"285","40.1","MURIWAI","WEST","SUMMER","FEMALE"
"263","39","PIHA","WEST","WINTER","MALE"
"269","34.1","MURIWAI","WEST","SUMMER","FEMALE"
"249","39.2","MARAETAI","EAST","WINTER","FEMALE"
"246","33.4","PIHA","WEST","SUMMER","FEMALE"
"259","38.4","WAITAWA","EAST","WINTER","FEMALE"
"261","33.6","PIHA","WEST","SUMMER","FEMALE"
"252","35.6","WAITAWA","EAST","WINTER","FEMALE"
"258","35.5","WAITAWA","EAST","SUMMER","FEMALE"
"257","33.1","WAITAWA","EAST","SUMMER","FEMALE"
"266","34.1","PIHA","WEST","SUMMER","FEMALE"
"270","37.2","WAITAWA","EAST","WINTER","MALE"
"295","36.1","MURIWAI","WEST","SUMMER","MALE"
"281","34.3","MURIWAI","WEST","SUMMER","MALE"
"257","38.3","MARAETAI","EAST","WINTER","MALE"
"238","37.8","WAITAWA","EAST","WINTER","FEMALE"
"261","37.6","PIHA","WEST","WINTER","FEMALE"
"264","38","MARAETAI","EAST","WINTER","MALE"
"274","36.5","MURIWAI","WEST","WINTER","MALE"
"270","41.9","WAITAWA","EAST","SUMMER","FEMALE"
"290","41.2","PIHA","WEST","WINTER","MALE"
"303","35.2","MURIWAI","WEST","SUMMER","MALE"
"286","39.9","WAITAWA","EAST","SUMMER","MALE"
"276","37.9","MURIWAI","WEST","WINTER","MALE"
"245","36.5","WAITAWA","EAST","WINTER","MALE"
"273","39.6","PIHA","WEST","WINTER","MALE"
"298","35.7","WAITAWA","EAST","SUMMER","MALE"
"266","38.2","MARAETAI","EAST","WINTER","MALE"
"301","42.7","PIHA","WEST","SUMMER","MALE"
"251","33.2","WAITAWA","EAST","WINTER","MALE"
"256","36.9","MURIWAI","WEST","WINTER","MALE"
"262","35.8","MURIWAI","WEST","WINTER","FEMALE"
"310","41.2","WAITAWA","EAST","SUMMER","MALE"
"275","40.5","PIHA","WEST","SUMMER","FEMALE"
"266","32.7","PIHA","WEST","SUMMER","FEMALE"
"268","36.1","WAITAWA","EAST","SUMMER","FEMALE"
"273","41.2","MARAETAI","EAST","SUMMER","FEMALE"
"262","37.3","MARAETAI","EAST","WINTER","MALE"
"283","33.9","MURIWAI","WEST","SUMMER","FEMALE"
"279","39.2","WAITAWA","EAST","SUMMER","FEMALE"
"282","39.7","PIHA","WEST","SUMMER","FEMALE"
"285","33.5","WAITAWA","EAST","SUMMER","FEMALE"
"279","42.6","PIHA","WEST","WINTER","MALE"
"285","40.8","WAITAWA","EAST","SUMMER","MALE"
"246","32.9","MARAETAI","EAST","WINTER","FEMALE"
"287","34.8","MURIWAI","WEST","SUMMER","MALE"
"266","39.6","WAITAWA","EAST","SUMMER","FEMALE"
"303","38.9","MURIWAI","WEST","SUMMER","MALE"
"280","37.2","PIHA","WEST","SUMMER","MALE"
"288","42.2","WAITAWA","EAST","SUMMER","MALE"
"240","36.3","MARAETAI","EAST","WINTER","FEMALE"
"250","35","MURIWAI","WEST","WINTER","FEMALE"
"243","35.1","MARAETAI","EAST","WINTER","FEMALE"
"291","38.6","PIHA","WEST","SUMMER","MALE"
"265","38.6","PIHA","WEST","WINTER","MALE"
"264","35.1","MARAETAI","EAST","SUMMER","FEMALE"
"274","35.9","MURIWAI","WEST","WINTER","MALE"
"252","39.1","MURIWAI","WEST","WINTER","FEMALE"
"280","36.2","MURIWAI","WEST","SUMMER","FEMALE"
"282","34.2","MURIWAI","WEST","SUMMER","FEMALE"
"256","34.6","PIHA","WEST","WINTER","FEMALE"
"249","34.5","WAITAWA","EAST","WINTER","FEMALE"
"305","41.9","WAITAWA","EAST","SUMMER","MALE"
"306","36","MURIWAI","WEST","SUMMER","MALE"
"233","34.3","WAITAWA","EAST","WINTER","FEMALE"
"245","34.8","WAITAWA","EAST","WINTER","FEMALE"
"240","36.2","MARAETAI","EAST","WINTER","FEMALE"
"249","36.2","WAITAWA","EAST","WINTER","MALE"
"249","33.9","PIHA","WEST","WINTER","FEMALE"
"253","29.7","MARAETAI","EAST","SUMMER","FEMALE"
"310","39.4","MURIWAI","WEST","SUMMER","MALE"
"274","34.2","MURIWAI","WEST","SUMMER","FEMALE"
"270","36.3","MARAETAI","EAST","SUMMER","FEMALE"
"249","39.6","WAITAWA","EAST","WINTER","FEMALE"
"276","36.2","WAITAWA","EAST","SUMMER","FEMALE"
"282","35.8","PIHA","WEST","SUMMER","FEMALE"
"262","37.6","WAITAWA","EAST","WINTER","MALE"
"280","33.3","MURIWAI","WEST","SUMMER","FEMALE"
"285","37","MARAETAI","EAST","SUMMER","MALE"
"265","39.9","MURIWAI","WEST","WINTER","FEMALE"
"277","38.5","WAITAWA","EAST","SUMMER","FEMALE"
"275","32.1","MARAETAI","EAST","SUMMER","FEMALE"
"272","34.8","MURIWAI","WEST","SUMMER","FEMALE"
"277","36.3","MARAETAI","EAST","SUMMER","MALE"
"305","41.5","PIHA","WEST","SUMMER","MALE"
"267","37.9","MURIWAI","WEST","SUMMER","FEMALE"
"285","37.3","PIHA","WEST","SUMMER","MALE"
"266","36.5","PIHA","WEST","SUMMER","FEMALE"
"256","34.3","MARAETAI","EAST","SUMMER","FEMALE"
"263","37.1","MURIWAI","WEST","SUMMER","FEMALE"
"256","37.1","WAITAWA","EAST","SUMMER","FEMALE"
"265","38.6","PIHA","WEST","WINTER","FEMALE"
"253","35.2","MARAETAI","EAST","SUMMER","MALE"
"282","38.4","WAITAWA","EAST","SUMMER","MALE"
"256","38.9","MARAETAI","EAST","WINTER","FEMALE"
"266","35.8","MURIWAI","WEST","WINTER","MALE"
"296","36.3","WAITAWA","EAST","SUMMER","MALE"
"269","37.6","MURIWAI","WEST","WINTER","FEMALE"
"281","35.8","PIHA","WEST","SUMMER","MALE"
"278","37.2","MURIWAI","WEST","SUMMER","FEMALE"
"276","36.4","MURIWAI","WEST","WINTER","MALE"
"261","39.2","PIHA","WEST","WINTER","MALE"
"260","34.2","MURIWAI","WEST","WINTER","FEMALE"
"268","37.1","PIHA","WEST","SUMMER","FEMALE"
"268","38.4","MARAETAI","EAST","SUMMER","FEMALE"
"276","37.9","WAITAWA","EAST","WINTER","MALE"
"263","40.2","WAITAWA","EAST","WINTER","FEMALE"
"286","35","MURIWAI","WEST","SUMMER","MALE"
"273","37.7","MARAETAI","EAST","SUMMER","FEMALE"
"288","35.1","WAITAWA","EAST","SUMMER","MALE"
"259","39.6","MURIWAI","WEST","WINTER","FEMALE"
"257","35.3","PIHA","WEST","WINTER","FEMALE"
"289","36.8","MURIWAI","WEST","SUMMER","MALE"
"294","35.9","MURIWAI","WEST","SUMMER","MALE"
"256","34.3","WAITAWA","EAST","WINTER","FEMALE"
"268","37.2","WAITAWA","EAST","SUMMER","FEMALE"
"266","41","MURIWAI","WEST","WINTER","MALE"
"289","38.9","MARAETAI","EAST","SUMMER","MALE"
"246","32.4","MARAETAI","EAST","SUMMER","FEMALE"
"265","38.4","MARAETAI","EAST","WINTER","MALE"
"293","40.3","MARAETAI","EAST","SUMMER","MALE"
"274","37.5","WAITAWA","EAST","SUMMER","MALE"
"263","36.4","WAITAWA","EAST","WINTER","FEMALE"
"249","35.8","MARAETAI","EAST","WINTER","MALE"
"278","36.6","WAITAWA","EAST","SUMMER","FEMALE"
"256","40.6","WAITAWA","EAST","WINTER","MALE"
"241","36.3","MURIWAI","WEST","WINTER","FEMALE"
"252","36.2","PIHA","WEST","SUMMER","FEMALE"
"236","31.9","PIHA","WEST","WINTER","FEMALE"
"267","38.9","PIHA","WEST","WINTER","FEMALE"
"303","39.5","MARAETAI","EAST","SUMMER","MALE"
"274","38.9","PIHA","WEST","WINTER","MALE"
"278","39.1","MARAETAI","EAST","SUMMER","FEMALE"
"279","38.5","PIHA","WEST","SUMMER","FEMALE"
"289","41.8","PIHA","WEST","SUMMER","FEMALE"
"238","33.6","WAITAWA","EAST","WINTER","FEMALE"
"269","37.6","MARAETAI","EAST","WINTER","MALE"
"285","35.9","PIHA","WEST","SUMMER","FEMALE"
"263","34.6","MURIWAI","WEST","WINTER","FEMALE"
"255","37.1","WAITAWA","EAST","SUMMER","FEMALE"
"266","37.8","WAITAWA","EAST","WINTER","MALE"
"281","36.4","PIHA","WEST","SUMMER","MALE"
"272","36.1","WAITAWA","EAST","WINTER","FEMALE"
"255","37.3","WAITAWA","EAST","WINTER","MALE"
"294","37.6","PIHA","WEST","SUMMER","MALE"
"254","32.4","PIHA","WEST","SUMMER","FEMALE"
"297","39.4","WAITAWA","EAST","SUMMER","MALE"
"288","38","PIHA","WEST","SUMMER","MALE"
"280","35.1","MARAETAI","EAST","SUMMER","MALE"
"266","40.3","MARAETAI","EAST","WINTER","FEMALE"
"268","37.1","MARAETAI","EAST","WINTER","MALE"
"288","39.4","PIHA","WEST","SUMMER","MALE"
"254","37.3","MURIWAI","WEST","WINTER","FEMALE"
"277","40.9","MURIWAI","WEST","WINTER","MALE"
"256","35.6","MARAETAI","EAST","WINTER","FEMALE"
"306","36.6","MURIWAI","WEST","SUMMER","MALE"
"282","39.8","WAITAWA","EAST","WINTER","MALE"
"275","39.2","MURIWAI","WEST","WINTER","MALE"
"264","38.9","MURIWAI","WEST","WINTER","FEMALE"
"292","33.8","MARAETAI","EAST","SUMMER","MALE"
"239","35.4","WAITAWA","EAST","WINTER","FEMALE"
"246","40.2","WAITAWA","EAST","WINTER","FEMALE"
"282","37.9","MARAETAI","EAST","SUMMER","MALE"
"264","37.4","WAITAWA","EAST","SUMMER","FEMALE"
"262","33.7","WAITAWA","EAST","SUMMER","FEMALE"
"261","38.1","MARAETAI","EAST","SUMMER","FEMALE"
"262","38.3","PIHA","WEST","WINTER","FEMALE"
"282","39.5","PIHA","WEST","SUMMER","FEMALE"
"283","37.3","PIHA","WEST","SUMMER","MALE"
"250","37.3","PIHA","WEST","WINTER","FEMALE"
"270","38.5","MARAETAI","EAST","WINTER","MALE"
"257","36.7","PIHA","WEST","WINTER","FEMALE"
"255","36.1","WAITAWA","EAST","WINTER","FEMALE"
"248","32","MURIWAI","WEST","WINTER","FEMALE"
"250","35.6","PIHA","WEST","WINTER","FEMALE"
"261","36.3","MARAETAI","EAST","WINTER","MALE"
"257","37.3","MARAETAI","EAST","WINTER","FEMALE"
"267","34.6","PIHA","WEST","WINTER","FEMALE"
"290","39.3","PIHA","WEST","SUMMER","MALE"
"304","40.6","PIHA","WEST","SUMMER","MALE"
"256","37.1","WAITAWA","EAST","WINTER","FEMALE"
"260","38.1","MARAETAI","EAST","WINTER","MALE"
"291","35.3","MURIWAI","WEST","SUMMER","MALE"
"258","31.7","PIHA","WEST","WINTER","FEMALE"
"268","39.6","WAITAWA","EAST","WINTER","FEMALE"
"239","33.5","WAITAWA","EAST","WINTER","FEMALE"
"269","33.8","PIHA","WEST","SUMMER","FEMALE"
"275","43.7","MARAETAI","EAST","WINTER","MALE"
"279","33.9","MURIWAI","WEST","WINTER","MALE"
"246","35.4","MARAETAI","EAST","WINTER","FEMALE"
"266","38.5","MURIWAI","WEST","WINTER","MALE"
"270","38.8","MARAETAI","EAST","SUMMER","FEMALE"
"247","35.2","WAITAWA","EAST","WINTER","FEMALE"
"256","38.7","MARAETAI","EAST","SUMMER","FEMALE"
"291","38","PIHA","WEST","SUMMER","MALE"
"255","34.8","MURIWAI","WEST","WINTER","MALE"
"267","38.1","MARAETAI","EAST","WINTER","FEMALE"
"268","36","MURIWAI","WEST","SUMMER","FEMALE"
"258","36.8","MARAETAI","EAST","WINTER","MALE"
"261","37.4","WAITAWA","EAST","SUMMER","FEMALE"
"279","39.2","PIHA","WEST","SUMMER","MALE"
"245","37.3","PIHA","WEST","SUMMER","FEMALE"
"288","36.8","WAITAWA","EAST","SUMMER","MALE"
"255","35.3","WAITAWA","EAST","WINTER","FEMALE"
"248","38.1","PIHA","WEST","WINTER","FEMALE"
"280","42.3","PIHA","WEST","SUMMER","MALE"
"267","37.3","MURIWAI","WEST","SUMMER","FEMALE"
"249","38.2","WAITAWA","EAST","WINTER","FEMALE"
"270","39.4","PIHA","WEST","SUMMER","FEMALE"
"273","31.4","PIHA","WEST","SUMMER","MALE"
"277","38.6","MURIWAI","WEST","SUMMER","FEMALE"
"251","36.2","MARAETAI","EAST","WINTER","FEMALE"
"263","34.7","PIHA","WEST","SUMMER","FEMALE"
"280","35.2","MARAETAI","EAST","SUMMER","FEMALE"
"288","39","PIHA","WEST","WINTER","MALE"
"245","37.3","PIHA","WEST","WINTER","FEMALE"
"297","39.6","MURIWAI","WEST","SUMMER","MALE"
"271","42.6","MURIWAI","WEST","WINTER","MALE"
"274","40.7","MURIWAI","WEST","SUMMER","FEMALE"
"304","40.5","WAITAWA","EAST","SUMMER","MALE"
"240","33.9","MARAETAI","EAST","WINTER","FEMALE"
"266","40.3","MARAETAI","EAST","SUMMER","FEMALE"
"234","34.6","PIHA","WEST","WINTER","FEMALE"
"259","42.6","MARAETAI","EAST","WINTER","MALE"
"265","35.2","MURIWAI","WEST","WINTER","MALE"
"280","36.3","MURIWAI","WEST","SUMMER","MALE"
"263","34.7","WAITAWA","EAST","SUMMER","FEMALE"
"278","38.9","WAITAWA","EAST","SUMMER","FEMALE"
"263","38.7","PIHA","WEST","WINTER","FEMALE"
"268","38","WAITAWA","EAST","WINTER","MALE"
"284","33.6","WAITAWA","EAST","SUMMER","MALE"
"280","35.9","MARAETAI","EAST","SUMMER","FEMALE"
"276","37.3","MURIWAI","WEST","WINTER","MALE"
"254","39","WAITAWA","EAST","WINTER","FEMALE"
"278","35.1","WAITAWA","EAST","SUMMER","MALE"
"279","36.9","PIHA","WEST","SUMMER","MALE"
"292","37.2","MARAETAI","EAST","SUMMER","MALE"
"291","36.2","MARAETAI","EAST","SUMMER","MALE"
"298","40.3","PIHA","WEST","SUMMER","MALE"
"267","37.4","WAITAWA","EAST","WINTER","MALE"
"287","33.3","MURIWAI","WEST","SUMMER","MALE"
"290","38.9","MURIWAI","WEST","WINTER","MALE"
"263","37.5","MURIWAI","WEST","WINTER","FEMALE"
"276","40","MURIWAI","WEST","SUMMER","MALE"
"270","37.8","MARAETAI","EAST","SUMMER","FEMALE"
"274","39.1","PIHA","WEST","SUMMER","FEMALE"
"280","39.5","MARAETAI","EAST","SUMMER","FEMALE"
"276","37.8","PIHA","WEST","WINTER","FEMALE"
"293","35","PIHA","WEST","SUMMER","MALE"
"284","35.8","WAITAWA","EAST","SUMMER","MALE"
"279","39.2","PIHA","WEST","WINTER","MALE"
"263","36.7","MARAETAI","EAST","SUMMER","FEMALE"
"255","39","PIHA","WEST","SUMMER","FEMALE"
"274","38.9","WAITAWA","EAST","WINTER","MALE"
"285","40.4","PIHA","WEST","SUMMER","FEMALE"
"273","39.9","MARAETAI","EAST","WINTER","MALE"
"292","37.2","MARAETAI","EAST","SUMMER","MALE"
"282","38.8","MARAETAI","EAST","SUMMER","MALE"
"301","41.7","PIHA","WEST","SUMMER","MALE"
"269","38.6","WAITAWA","EAST","WINTER","MALE"
"256","35.2","MARAETAI","EAST","WINTER","FEMALE"
"273","39.2","MARAETAI","EAST","SUMMER","MALE"
"282","34.4","PIHA","WEST","SUMMER","MALE"
"297","38.4","MARAETAI","EAST","SUMMER","MALE"
"285","35","MARAETAI","EAST","SUMMER","FEMALE"
"259","37.8","MARAETAI","EAST","WINTER","FEMALE"
"302","35.3","MURIWAI","WEST","SUMMER","FEMALE"
"258","37.7","WAITAWA","EAST","SUMMER","FEMALE"
"253","34.2","PIHA","WEST","WINTER","FEMALE"
"250","32.5","PIHA","WEST","SUMMER","FEMALE"
"288","39.6","MARAETAI","EAST","SUMMER","MALE"
"265","35.2","PIHA","WEST","SUMMER","FEMALE"
"289","38","WAITAWA","EAST","SUMMER","MALE"
"309","37.7","PIHA","WEST","SUMMER","MALE"
"285","37","WAITAWA","EAST","SUMMER","MALE"
"267","40.9","WAITAWA","EAST","WINTER","FEMALE"
"249","37.3","MURIWAI","WEST","WINTER","FEMALE"
"259","41.3","WAITAWA","EAST","WINTER","MALE"
"286","37.3","MARAETAI","EAST","SUMMER","MALE"
"295","36.4","MURIWAI","WEST","SUMMER","MALE"
"256","36.8","WAITAWA","EAST","WINTER","FEMALE"
"272","34.6","MURIWAI","WEST","SUMMER","FEMALE"
"260","37.3","MARAETAI","EAST","WINTER","FEMALE"
"251","34.9","WAITAWA","EAST","WINTER","FEMALE"
"276","42.4","MARAETAI","EAST","WINTER","MALE"
"272","40.5","MURIWAI","WEST","WINTER","MALE"
"270","35.7","MARAETAI","EAST","WINTER","MALE"
"249","34.6","WAITAWA","EAST","WINTER","FEMALE"
"262","34.9","MARAETAI","EAST","SUMMER","FEMALE"
"285","37.9","PIHA","WEST","SUMMER","MALE"
"295","38.3","MARAETAI","EAST","SUMMER","MALE"
"258","35.7","MARAETAI","EAST","WINTER","MALE"
"258","40.4","MARAETAI","EAST","WINTER","FEMALE"
"277","32.1","WAITAWA","EAST","SUMMER","MALE"
"295","38.3","MARAETAI","EAST","SUMMER","MALE"
"266","37.6","MARAETAI","EAST","WINTER","FEMALE"
"257","33.6","WAITAWA","EAST","WINTER","MALE"
"270","35.7","MARAETAI","EAST","SUMMER","MALE"
"263","36","MARAETAI","EAST","WINTER","FEMALE"
"273","35.5","MARAETAI","EAST","SUMMER","FEMALE"
"287","36.1","MURIWAI","WEST","SUMMER","FEMALE"
"235","37.8","PIHA","WEST","WINTER","MALE"
"262","35.4","MARAETAI","EAST","WINTER","FEMALE"
"271","40.3","PIHA","WEST","SUMMER","FEMALE"
"261","35.2","MURIWAI","WEST","WINTER","FEMALE"
"277","39.3","MARAETAI","EAST","SUMMER","MALE"
"315","41","PIHA","WEST","SUMMER","MALE"
"270","36.4","MURIWAI","WEST","WINTER","MALE"
"256","38.8","PIHA","WEST","WINTER","FEMALE"
"253","36.9","MURIWAI","WEST","WINTER","FEMALE"
"261","36.8","MARAETAI","EAST","SUMMER","FEMALE"
"267","38.3","PIHA","WEST","WINTER","MALE"
"283","36.9","MARAETAI","EAST","SUMMER","MALE"
"232","34.7","MARAETAI","EAST","WINTER","FEMALE"
"276","36.8","WAITAWA","EAST","WINTER","MALE"
"250","37.9","PIHA","WEST","WINTER","FEMALE"
"268","34.5","WAITAWA","EAST","SUMMER","FEMALE"
"261","39.1","WAITAWA","EAST","WINTER","FEMALE"
"239","32.9","PIHA","WEST","WINTER","FEMALE"
"252","37.7","MARAETAI","EAST","WINTER","FEMALE"
"298","36","PIHA","WEST","SUMMER","MALE"
"290","37.9","MURIWAI","WEST","WINTER","MALE"
"258","36.8","PIHA","WEST","WINTER","FEMALE"
"268","37.4","MURIWAI","WEST","WINTER","MALE"
"280","37.7","PIHA","WEST","SUMMER","FEMALE"
"240","37.4","WAITAWA","EAST","WINTER","FEMALE"
"264","37.6","PIHA","WEST","WINTER","MALE"
"262","34.8","WAITAWA","EAST","SUMMER","FEMALE"
"261","35.3","MARAETAI","EAST","WINTER","FEMALE"
"281","36.9","MARAETAI","EAST","SUMMER","MALE"
"255","37","MURIWAI","WEST","WINTER","FEMALE"
"265","38","MURIWAI","WEST","WINTER","MALE"
"259","34.3","PIHA","WEST","SUMMER","FEMALE"
"285","35.4","MURIWAI","WEST","SUMMER","MALE"
"267","37.7","PIHA","WEST","SUMMER","FEMALE"
"255","35.1","MARAETAI","EAST","SUMMER","FEMALE"
"299","38.7","WAITAWA","EAST","SUMMER","MALE"
"309","39.3","WAITAWA","EAST","SUMMER","MALE"
"300","41.9","PIHA","WEST","SUMMER","MALE"
"280","37.5","PIHA","WEST","WINTER","MALE"
"266","39.7","MURIWAI","WEST","WINTER","FEMALE"
"268","38.8","WAITAWA","EAST","WINTER","MALE"
"281","37.4","PIHA","WEST","SUMMER","MALE"
"284","40.5","PIHA","WEST","SUMMER","MALE"
"286","39.1","PIHA","WEST","SUMMER","MALE"
"262","36.1","MARAETAI","EAST","SUMMER","MALE"
"288","37","MURIWAI","WEST","SUMMER","MALE"
"281","35.6","WAITAWA","EAST","SUMMER","MALE"
"269","37.2","WAITAWA","EAST","SUMMER","FEMALE"
"296","38.4","MURIWAI","WEST","SUMMER","MALE"
"239","37.5","WAITAWA","EAST","WINTER","MALE"
"263","37","WAITAWA","EAST","WINTER","MALE"
"270","35.8","MURIWAI","WEST","WINTER","MALE"
"268","41.9","WAITAWA","EAST","SUMMER","FEMALE"
"290","38.3","PIHA","WEST","WINTER","MALE"
"273","37.4","MURIWAI","WEST","SUMMER","FEMALE"
"265","37.2","MARAETAI","EAST","SUMMER","FEMALE"
"260","36.2","MARAETAI","EAST","WINTER","MALE"
"251","37.2","PIHA","WEST","WINTER","FEMALE"
"271","35.6","WAITAWA","EAST","SUMMER","MALE"
"248","37","PIHA","WEST","WINTER","FEMALE"
"288","37.9","PIHA","WEST","SUMMER","FEMALE"
"248","35.7","MARAETAI","EAST","WINTER","FEMALE"
"291","36.4","PIHA","WEST","SUMMER","FEMALE"
"269","36.6","MURIWAI","WEST","WINTER","MALE"
"242","32.3","MURIWAI","WEST","SUMMER","FEMALE"
"258","35.7","MARAETAI","EAST","WINTER","FEMALE"
"293","36.5","MARAETAI","EAST","SUMMER","MALE"
"267","38","MURIWAI","WEST","WINTER","MALE"
"279","36.7","PIHA","WEST","WINTER","MALE"
"250","37.6","PIHA","WEST","WINTER","FEMALE"
"283","39.6","PIHA","WEST","WINTER","MALE"
"257","37.6","PIHA","WEST","WINTER","MALE"
"266","32.3","MURIWAI","WEST","SUMMER","FEMALE"
"249","35.1","MARAETAI","EAST","WINTER","FEMALE"
"254","36.8","MARAETAI","EAST","WINTER","FEMALE"
"273","36.7","MURIWAI","WEST","WINTER","FEMALE"
"271","37.6","MARAETAI","EAST","WINTER","MALE"
"291","37","PIHA","WEST","SUMMER","MALE"
"254","37.7","MARAETAI","EAST","WINTER","MALE"
"275","37.2","WAITAWA","EAST","SUMMER","FEMALE"
"293","37.9","MARAETAI","EAST","SUMMER","MALE"
"300","41.5","MARAETAI","EAST","SUMMER","MALE"
"272","36.4","PIHA","WEST","WINTER","MALE"
"271","39.1","MURIWAI","WEST","SUMMER","FEMALE"
"264","35","WAITAWA","EAST","WINTER","FEMALE"
"269","34.5","PIHA","WEST","SUMMER","FEMALE"
"265","38.9","MARAETAI","EAST","WINTER","FEMALE"
"281","41","WAITAWA","EAST","SUMMER","FEMALE"
"247","41.1","MARAETAI","EAST","WINTER","FEMALE"
"258","34.3","PIHA","WEST","WINTER","FEMALE"
"241","34","MARAETAI","EAST","WINTER","MALE"
"249","34.7","MARAETAI","EAST","WINTER","MALE"
"294","36.4","PIHA","WEST","SUMMER","MALE"
"279","34.2","WAITAWA","EAST","SUMMER","MALE"
"260","34.9","MARAETAI","EAST","WINTER","MALE"
"297","39.6","WAITAWA","EAST","SUMMER","MALE"
"285","37.1","MURIWAI","WEST","SUMMER","FEMALE"
"272","34.2","MURIWAI","WEST","SUMMER","FEMALE"
"268","39","PIHA","WEST","SUMMER","FEMALE"
"279","36.8","PIHA","WEST","SUMMER","FEMALE"
"260","40.6","WAITAWA","EAST","SUMMER","FEMALE"
"290","37.9","MURIWAI","WEST","SUMMER","MALE"
"259","37.4","WAITAWA","EAST","WINTER","FEMALE"
"276","37.4","MARAETAI","EAST","SUMMER","FEMALE"
"272","35.3","MURIWAI","WEST","SUMMER","FEMALE"
"272","38.6","PIHA","WEST","WINTER","MALE"
"297","40.8","WAITAWA","EAST","SUMMER","MALE"
"267","39.7","WAITAWA","EAST","SUMMER","MALE"
"269","36","MURIWAI","WEST","SUMMER","FEMALE"
"272","37.2","PIHA","WEST","SUMMER","FEMALE"
"271","35.3","WAITAWA","EAST","SUMMER","FEMALE"
"290","39.8","PIHA","WEST","SUMMER","FEMALE"
"298","39.5","PIHA","WEST","SUMMER","MALE"
"269","37.8","MURIWAI","WEST","WINTER","MALE"
"277","37.4","MURIWAI","WEST","SUMMER","FEMALE"
"270","35.3","PIHA","WEST","SUMMER","MALE"
"258","37","PIHA","WEST","WINTER","FEMALE"
"260","37.4","PIHA","WEST","SUMMER","FEMALE"
"258","39.6","MURIWAI","WEST","WINTER","FEMALE"
"256","34.1","WAITAWA","EAST","WINTER","FEMALE"
"252","38.2","WAITAWA","EAST","SUMMER","FEMALE"
"258","37.2","MURIWAI","WEST","WINTER","FEMALE"
"240","33.2","PIHA","WEST","WINTER","FEMALE"
"266","38.9","PIHA","WEST","WINTER","MALE"
